,url,book,author
0,http://lib.ru/INPROZ/../STEJNBEK/about.txt,Об авторе,Стейнбек Джон
1,http://lib.ru/INPROZ/../STEJNBEK/biography.txt,Биография Джона Стейнбека,Стейнбек Джон
2,http://lib.ru/INPROZ/../STEJNBEK/flat.txt,Квартал Тортилья-Флэт (пер.И.Гурова),Стейнбек Джон
3,http://lib.ru/INPROZ/../STEJNBEK/goldcup.txt,Золотая чаша (пер.И.Гурова),Стейнбек Джон
4,http://lib.ru/INPROZ/../STEJNBEK/raj.txt,Райские пастбища (пер.Е.Короткова),Стейнбек Джон
5,http://lib.ru/INPROZ/../STEJNBEK/clusters.txt,Гроздья гнева (пер.Н.Волжина),Стейнбек Джон
6,http://lib.ru/INPROZ/../STEJNBEK/konserv.txt,Консервный ряд (пер.М.Литвинова),Стейнбек Джон
7,http://lib.ru/INPROZ/../STEJNBEK/awtobus.txt,Заблудившийся автобус (пер.В.Голышев),Стейнбек Джон
8,http://lib.ru/INPROZ/../STEJNBEK/chetwerg.txt,Благостный четверг (пер.Д.Псурцев),Стейнбек Джон
9,http://lib.ru/INPROZ/../STEJNBEK/ostedem.txt,На Восток от Эдема,Стейнбек Джон
10,http://lib.ru/INPROZ/../STEJNBEK/winter.txt,Зима тревоги нашей,Стейнбек Джон
11,http://lib.ru/INPROZ/../STEJNBEK/travel.txt,Путешествие с Чарли в поисках Америки,Стейнбек Джон
12,http://lib.ru/INPROZ/../STEJNBEK/pearl.txt,Жемчужина (пер.Н.Волжина),Стейнбек Джон
13,http://lib.ru/INPROZ/../STEJNBEK/podarok.txt,Подарок (пер.Н.Волжина),Стейнбек Джон
14,http://lib.ru/INPROZ/../STEJNBEK/promise.txt,Обещание (пер.М.Зигот),Стейнбек Джон
15,http://lib.ru/INPROZ/../STEJNBEK/leader.txt,Вожак (пер.М.Зигот),Стейнбек Джон
16,http://lib.ru/INPROZ/../STEJNBEK/mounts.txt,Великие горы (пер.М.Зигот),Стейнбек Джон
