,url,book,author
0,http://lib.ru/PROZA/RYBAS/zerkalo.txt,Зеркало для героя,Рыбас Святослав
1,http://lib.ru/PROZA/RYBAS/boss.txt,Наш начальник далеко пойдет,Рыбас Святослав
2,http://lib.ru/PROZA/RYBAS/bye.txt,Что вы скажете на прощанье?,Рыбас Святослав
3,http://lib.ru/PROZA/RYBAS/champion.txt,Чемпион,Рыбас Святослав
4,http://lib.ru/PROZA/RYBAS/delo.txt,Персональное дело,Рыбас Святослав
5,http://lib.ru/PROZA/RYBAS/ditjuk.txt,Дитюк,Рыбас Святослав
6,http://lib.ru/PROZA/RYBAS/gory.txt,Святые горы,Рыбас Святослав
7,http://lib.ru/PROZA/RYBAS/kolesa.txt,На колесах,Рыбас Святослав
8,http://lib.ru/PROZA/RYBAS/netigry.txt,Уже нет прежней игры,Рыбас Святослав
9,http://lib.ru/PROZA/RYBAS/opeka.txt,Плотная опека,Рыбас Святослав
10,http://lib.ru/PROZA/RYBAS/postoron.txt,Гибель постороннего,Рыбас Святослав
11,http://lib.ru/PROZA/RYBAS/samsebe.txt,Несколько вопросов самому себе,Рыбас Святослав
12,http://lib.ru/PROZA/RYBAS/sled.txt,След,Рыбас Святослав
13,http://lib.ru/PROZA/RYBAS/spasenie.txt,Спасение,Рыбас Святослав
14,http://lib.ru/PROZA/RYBAS/tovarish.txt,Два товарища,Рыбас Святослав
15,http://lib.ru/PROZA/RYBAS/uzkrug.txt,Узкий круг,Рыбас Святослав
16,http://lib.ru/PROZA/RYBAS/patetika.txt,Патетика будней,Рыбас Святослав
17,http://lib.ru/PROZA/RYBAS/http://www.mirr.by.ru/,"Фильм ""Зеркало для героя""",Рыбас Святослав
18,http://lib.ru/PROZA/RYBAS/http://www.serkaloforhero.boom.ru/,"Фильм ""Зеркало для героя""",Рыбас Святослав
