,url,book,author
0,http://lib.ru/RUSSLIT/SERAFIMOWICH/ironflow.txt,Железный поток,Серафимович Александр
1,http://lib.ru/RUSSLIT/SERAFIMOWICH/2death.txt,Две смерти,Серафимович Александр
2,http://lib.ru/RUSSLIT/SERAFIMOWICH/blazes.txt,Зарева,Серафимович Александр
3,http://lib.ru/RUSSLIT/SERAFIMOWICH/bombs.txt,Бомбы,Серафимович Александр
4,http://lib.ru/RUSSLIT/SERAFIMOWICH/mound.txt,Сопка с крестами,Серафимович Александр
5,http://lib.ru/RUSSLIT/SERAFIMOWICH/steep.txt,У обрыва,Серафимович Александр
