,url,book,author
0,http://lib.ru/PROZA/ZAMQTIN//rating/litarea/index_4.shtml,Русская литература XX в.,Замятин Евгений
1,http://lib.ru/PROZA/ZAMQTIN/text_0050.shtml,Мы,Замятин Евгений
2,http://lib.ru/PROZA/ZAMQTIN/text_nabroski_k_romany.shtml,Наброски к роману,Замятин Евгений
3,http://lib.ru/PROZA/ZAMQTIN/text_0010.shtml,Уездное,Замятин Евгений
4,http://lib.ru/PROZA/ZAMQTIN/text_0020.shtml,На куличках,Замятин Евгений
5,http://lib.ru/PROZA/ZAMQTIN/text_0022.shtml,Алатырь,Замятин Евгений
6,http://lib.ru/PROZA/ZAMQTIN/text_0025.shtml,Островитяне,Замятин Евгений
7,http://lib.ru/PROZA/ZAMQTIN/text_0027.shtml,Ловец человеков,Замятин Евгений
8,http://lib.ru/PROZA/ZAMQTIN/text_0028.shtml,Север,Замятин Евгений
9,http://lib.ru/PROZA/ZAMQTIN/text_0030.shtml,Бич Божий,Замятин Евгений
10,http://lib.ru/PROZA/ZAMQTIN/text_1918_kolumb2.shtml,Колумб,Замятин Евгений
11,http://lib.ru/PROZA/ZAMQTIN/text_0032.shtml,Апрель,Замятин Евгений
12,http://lib.ru/PROZA/ZAMQTIN/text_0042.shtml,Непутевый,Замятин Евгений
13,http://lib.ru/PROZA/ZAMQTIN/text_0052.shtml,Три дня,Замятин Евгений
14,http://lib.ru/PROZA/ZAMQTIN/text_0058.shtml,Африка,Замятин Евгений
15,http://lib.ru/PROZA/ZAMQTIN/text_0070.shtml,Мученики науки,Замятин Евгений
16,http://lib.ru/PROZA/ZAMQTIN/text_0075.shtml,Сказки (1914-1917),Замятин Евгений
17,http://lib.ru/PROZA/ZAMQTIN/text_0080.shtml,Глаза,Замятин Евгений
18,http://lib.ru/PROZA/ZAMQTIN/text_0082.shtml,Землемер,Замятин Евгений
19,http://lib.ru/PROZA/ZAMQTIN/text_0083.shtml,Знамение,Замятин Евгений
20,http://lib.ru/PROZA/ZAMQTIN/text_0084.shtml,Сподручница грешных,Замятин Евгений
21,http://lib.ru/PROZA/ZAMQTIN/text_0088.shtml,Дракон,Замятин Евгений
22,http://lib.ru/PROZA/ZAMQTIN/text_0090.shtml,Икс,Замятин Евгений
23,http://lib.ru/PROZA/ZAMQTIN/text_0095.shtml,Большим детям сказки (1917-1920),Замятин Евгений
24,http://lib.ru/PROZA/ZAMQTIN/text_0100.shtml,"О том, как исцелен был инок Еразм",Замятин Евгений
25,http://lib.ru/PROZA/ZAMQTIN/text_0102.shtml,Детская,Замятин Евгений
26,http://lib.ru/PROZA/ZAMQTIN/text_0104.shtml,Мамай,Замятин Евгений
27,http://lib.ru/PROZA/ZAMQTIN/text_0110.shtml,Пещера,Замятин Евгений
28,http://lib.ru/PROZA/ZAMQTIN/text_0120.shtml,Слово предоставляется товарищу Чурыгину,Замятин Евгений
29,http://lib.ru/PROZA/ZAMQTIN/text_0125.shtml,Куны,Замятин Евгений
