,url,book,author
0,http://lib.ru/PROZA/../RUSS_DETEKTIW/JUDENICH/judenich1.txt,Я отворил пред тобою дверь...,Юденич Марина
1,http://lib.ru/PROZA/../RUSS_DETEKTIW/JUDENICH/judenich2.txt,Сент-Женевьев-де-Буа,Юденич Марина
2,http://lib.ru/PROZA/../RUSS_DETEKTIW/JUDENICH/judenich3.txt,Дата моей смерти,Юденич Марина
3,http://lib.ru/PROZA/../RUSS_DETEKTIW/JUDENICH/guest.txt,Гость,Юденич Марина
4,http://lib.ru/PROZA/../RUSS_DETEKTIW/JUDENICH/http://vanda-va.livejournal.com/,Марина Юденич: LJ,Юденич Марина
