,url,book,author
0,http://lib.ru/INPROZ/OGENRI/four.txt,"Из сборника ""Четыре миллиона"" [1906]",О.Генри
1,http://lib.ru/INPROZ/OGENRI/serdce.txt,"Из сборника ""Сердце запада"" [1907]",О.Генри
2,http://lib.ru/INPROZ/OGENRI/light.txt,"Из сборника ""Горящий светильник"" [1907]",О.Генри
3,http://lib.ru/INPROZ/OGENRI/voice.txt,"Из сборника ""Голос большого города""[1908]",О.Генри
4,http://lib.ru/INPROZ/OGENRI/ways.txt,"Из сборника ""Дороги судьбы"" [1909]",О.Генри
5,http://lib.ru/INPROZ/OGENRI/choose.txt,"Из сборника ""На выбор"" [1909]",О.Генри
6,http://lib.ru/INPROZ/OGENRI/businessmen.txt,"Из сборника ""Деловые люди"" [1910]",О.Генри
7,http://lib.ru/INPROZ/OGENRI/prevr.txt,"Из сборника ""Коловращение"" [1910]",О.Генри
8,http://lib.ru/INPROZ/OGENRI/r_sixes.txt,Шестерки - Семерки,О.Генри
9,http://lib.ru/INPROZ/OGENRI/r_linii.txt,Линии судьбы,О.Генри
10,http://lib.ru/INPROZ/OGENRI/r_dl.txt,Деловые люди,О.Генри
11,http://lib.ru/INPROZ/OGENRI/stihi.txt,Нечего сказать,О.Генри
12,http://lib.ru/INPROZ/OGENRI/about1.txt,Владимир Боровинский. Горестная судьба веселого рассказчика,О.Генри
13,http://lib.ru/INPROZ/OGENRI/bibliography.txt,Библиография О.Генри,О.Генри
14,http://lib.ru/INPROZ/OGENRI/http://www.geocities.com/SoHo/Exhibit/4256/,О.Генри на книжной полке Несененко Алексея,О.Генри
