,url,book,author
0,http://lib.ru/PROZA/BAKLANOW/nineteen.txt,Навеки девятнадцатилетние,Бакланов Григорий
1,http://lib.ru/PROZA/BAKLANOW/july1941.txt,Июль 41 года,Бакланов Григорий
2,http://lib.ru/PROZA/BAKLANOW/udar.txt,Южнее главного удара,Бакланов Григорий
3,http://lib.ru/PROZA/BAKLANOW/pyad.txt,Пядь земли,Бакланов Григорий
4,http://lib.ru/PROZA/BAKLANOW/mertwye.txt,Мертвые сраму не имут,Бакланов Григорий
5,http://lib.ru/PROZA/BAKLANOW/r_may.txt,Был месяц май,Бакланов Григорий
6,http://lib.ru/PROZA/BAKLANOW/r_perwenstwo.txt,Как я потерял первенство,Бакланов Григорий
7,http://lib.ru/PROZA/BAKLANOW/swet_wechernij.txt,Свет вечерний (рассказы),Бакланов Григорий
8,http://lib.ru/PROZA/BAKLANOW/kumir.txt,Кумир,Бакланов Григорий
9,http://lib.ru/PROZA/BAKLANOW/http://magazines.russ.ru/znamia/1999/9/bakla.html,"Повесть ""Мой генерал""",Бакланов Григорий
10,http://lib.ru/PROZA/BAKLANOW/http://magazines.russ.ru/druzhba/1999/2/baklan.html,Интервью с Баклановым,Бакланов Григорий
11,http://lib.ru/PROZA/BAKLANOW/http://magazines.russ.ru/znamia/2000/4/forum.html,Публицистика,Бакланов Григорий
12,http://lib.ru/PROZA/BAKLANOW/http://www.hronos.km.ru/biograf/baklan.html,Коротко об авторе,Бакланов Григорий
13,http://lib.ru/PROZA/BAKLANOW/http://www.vagrius.ru/books/1/bakla_01.shtml,"Григорий Бакланов на сайте издательства ""Вагриус""",Бакланов Григорий
