,url,book,author
0,http://lib.ru/PROZA/BONDAREW/quiet.txt,Тишина,Бондарев Юрий
1,http://lib.ru/PROZA/BONDAREW/lastsalv.txt,Последние залпы,Бондарев Юрий
2,http://lib.ru/PROZA/BONDAREW/shore.txt,Берег,Бондарев Юрий
3,http://lib.ru/PROZA/BONDAREW/relative.txt,Родственники,Бондарев Юрий
4,http://lib.ru/PROZA/BONDAREW/youthcmn.txt,Юность командиров,Бондарев Юрий
5,http://lib.ru/PROZA/BONDAREW/bulls.txt,Быки,Бондарев Юрий
6,http://lib.ru/PROZA/BONDAREW/clara.txt,Клара,Бондарев Юрий
7,http://lib.ru/PROZA/BONDAREW/evening.txt,Поздним вечером,Бондарев Юрий
8,http://lib.ru/PROZA/BONDAREW/excuse.txt,"""Простите нас!""",Бондарев Юрий
9,http://lib.ru/PROZA/BONDAREW/game.txt,Игра,Бондарев Юрий
10,http://lib.ru/PROZA/BONDAREW/publicsm.txt,Публицистика,Бондарев Юрий
11,http://lib.ru/PROZA/BONDAREW/river.txt,Река,Бондарев Юрий
12,http://lib.ru/PROZA/BONDAREW/skvortso.txt,Скворцов,Бондарев Юрий
13,http://lib.ru/PROZA/BONDAREW/smalldog.txt,Щенок,Бондарев Юрий
14,http://lib.ru/PROZA/BONDAREW/steppe.txt,Степь,Бондарев Юрий
15,http://lib.ru/PROZA/BONDAREW/unforget.txt,Незабываемое,Бондарев Юрий
