,url,book,author
0,http://lib.ru/INPROZ/HEMINGUEJ/paris.txt,"Праздник, который всегда с тобой",Хэмингуэй Эрнест
1,http://lib.ru/INPROZ/HEMINGUEJ/swetlo.txt,"Там, где светло и чисто",Хэмингуэй Эрнест
2,http://lib.ru/INPROZ/HEMINGUEJ/slony.txt,Белые слоны,Хэмингуэй Эрнест
3,http://lib.ru/INPROZ/HEMINGUEJ/afrikaengl.txt,Зеленые холмы Африки (engl),Хэмингуэй Эрнест
4,http://lib.ru/INPROZ/HEMINGUEJ/makomber.txt,Недолгое счастье Фрэнсиса Макомбера,Хэмингуэй Эрнест
5,http://lib.ru/INPROZ/HEMINGUEJ/kilimandzharo.txt,Снега Килиманджаро,Хэмингуэй Эрнест
6,http://lib.ru/INPROZ/HEMINGUEJ/ispania.txt,Испанские рассказы,Хэмингуэй Эрнест
7,http://lib.ru/INPROZ/HEMINGUEJ/10indian.txt,Десять индейцев,Хэмингуэй Эрнест
8,http://lib.ru/INPROZ/HEMINGUEJ/50grand.txt,Пятьдесят тысяч,Хэмингуэй Эрнест
9,http://lib.ru/INPROZ/HEMINGUEJ/lapatria.txt,Che Ti Dice La Patria? (*),Хэмингуэй Эрнест
10,http://lib.ru/INPROZ/HEMINGUEJ/never_be.txt,Какими вы не будете,Хэмингуэй Эрнест
11,http://lib.ru/INPROZ/HEMINGUEJ/strange.txt,В чужой стране,Хэмингуэй Эрнест
12,http://lib.ru/INPROZ/HEMINGUEJ/bigriverengl.txt,Big two-hearted river,Хэмингуэй Эрнест
13,http://lib.ru/INPROZ/HEMINGUEJ/bigriv.txt,На Биг-Ривер,Хэмингуэй Эрнест
14,http://lib.ru/INPROZ/HEMINGUEJ/r_rog_byka.txt,Рог быка,Хэмингуэй Эрнест
