,url,book,author
0,http://lib.ru/PROZA/../NEWPROZA/RUBINA/venice.txt,Высокая вода венецианцев,Рубина Дина
1,http://lib.ru/PROZA/../NEWPROZA/RUBINA/famil.txt,Двойная фамилия,Рубина Дина
2,http://lib.ru/PROZA/../NEWPROZA/RUBINA/lubka.txt,Любка,Рубина Дина
3,http://lib.ru/PROZA/../NEWPROZA/RUBINA/r_china.txt,Наш китайский бизнес,Рубина Дина
4,http://lib.ru/PROZA/../NEWPROZA/RUBINA/altuchov.txt,Этот чудной Алтухов,Рубина Дина
5,http://lib.ru/PROZA/../NEWPROZA/RUBINA/http://www.dinarubina.com,Дина Рубина: home page,Рубина Дина
6,http://lib.ru/PROZA/../NEWPROZA/RUBINA/http://www.dinarubina.com/books1.html,Книги Дины Рубиной можно купить на ее официальном сайте,Рубина Дина
7,http://lib.ru/PROZA/../NEWPROZA/RUBINA/http://artofwar.ru/r/rubina_d_i/,Дина Рубина: Записки солдатской мамы (на Artofwar.ru),Рубина Дина
8,http://lib.ru/PROZA/../NEWPROZA/RUBINA/http://www.booknik.ru/reviews/fiction/?id=10368,"Рецензия ""Booknik.ru"": Дина Рубина. На солнечной стороне памяти.",Рубина Дина
9,http://lib.ru/PROZA/../NEWPROZA/RUBINA/http://www.booknik.ru/context/?id=24658,"Интервью на Booknik.ru:. Дина Рубина: ""Израиль - это миф""",Рубина Дина
10,http://lib.ru/PROZA/../NEWPROZA/RUBINA/http://www.booknik.ru/publications/?id=24048,Рассказ на Booknik.ru: Дина Рубина. Цыганка,Рубина Дина
11,http://lib.ru/PROZA/../NEWPROZA/RUBINA/http://booknik.ru/publications/?id=26673,"Отрывок из романа Дины Рубиной ""Почерк Леонардо"" на Booknik.ru",Рубина Дина
12,http://lib.ru/PROZA/../NEWPROZA/RUBINA/http://booknik.ru/context/?id=27013,"Интервью Дины Рубиной и рецензия на Booknik.ru: ""От истории не отвертишься"" (Дина Рубина ""Почерк Леонардо"")",Рубина Дина
13,http://lib.ru/PROZA/../NEWPROZA/RUBINA/http://booknik.ru/publications/?id=30150,Дина Рубина. Белая голубка Кордовы (фрагмент романа на Букник.Ру),Рубина Дина
14,http://lib.ru/PROZA/../NEWPROZA/RUBINA/http://booknik.ru/reviews/fiction/?id=30285,"Рецензия на ""Booknik.ru"": Откуда у хлопца испанская грусть",Рубина Дина
