,url,book,author
0,http://lib.ru/INPROZ/../PRISTLI/jun31.txt,31 июня,Пристли Джон Бойтон
1,http://lib.ru/INPROZ/../PRISTLI/conways.txt,Время и семья Конвей,Пристли Джон Бойтон
2,http://lib.ru/INPROZ/../PRISTLI/geroj.txt,Герой-чудотворец,Пристли Джон Бойтон
3,http://lib.ru/INPROZ/../PRISTLI/villers.txt,Дженни Вильерс,Пристли Джон Бойтон
4,http://lib.ru/INPROZ/../PRISTLI/othplace.txt,Другое Место,Пристли Джон Бойтон
5,http://lib.ru/INPROZ/../PRISTLI/unclphil.txt,Дядя Фил и телевизор,Пристли Джон Бойтон
6,http://lib.ru/INPROZ/../PRISTLI/gretley.txt,Затемнение в Грэтли,Пристли Джон Бойтон
7,http://lib.ru/INPROZ/../PRISTLI/demnking.txt,Король демонов,Пристли Джон Бойтон
8,http://lib.ru/INPROZ/../PRISTLI/my_debut.txt,Мой дебют в опере,Пристли Джон Бойтон
9,http://lib.ru/INPROZ/../PRISTLI/dangerou.txt,Опасный поворот,Пристли Джон Бойтон
10,http://lib.ru/INPROZ/../PRISTLI/lidingtn.txt,Случай в Лидингтоне,Пристли Джон Бойтон
11,http://lib.ru/INPROZ/../PRISTLI/2a-18.txt,Дженни Вильерс,Пристли Джон Бойтон
