,url,book,author
0,http://lib.ru/PROZA/METTER/about.txt,Об авторе,Меттер Израиль
1,http://lib.ru/PROZA/METTER/chelust.txt,Челюсть,Меттер Израиль
2,http://lib.ru/PROZA/METTER/damka.txt,Дамка,Меттер Израиль
3,http://lib.ru/PROZA/METTER/koster.txt,Костер,Меттер Израиль
4,http://lib.ru/PROZA/METTER/ocenshik.txt,Оценщик,Меттер Израиль
5,http://lib.ru/PROZA/METTER/praktikant.txt,Практикант,Меттер Израиль
6,http://lib.ru/PROZA/METTER/sobaki.txt,Собаки,Меттер Израиль
7,http://lib.ru/PROZA/METTER/http://booknik.ru/reviews/fiction/?id=30026,"Рецензия на ""Booknik.ru"": Стихопроза еврейской жизни. Рецензия на книгу И. Меттера ""Пятый угол"".",Меттер Израиль
