,url,book,author
0,http://lib.ru/PROZA/WAJLGENIS/literatura.txt,Родная Речь. Уроки Изящной Словесности,Вайль Петр; Генис Александр
1,http://lib.ru/PROZA/WAJLGENIS/genij.txt,Гений места,Вайль Петр; Генис Александр
2,http://lib.ru/PROZA/WAJLGENIS/http://www.booknik.ru/context/?id=12764,"Рецензия ""Booknik.ru"": Интервью с Петром Вайлем: ""Я - русский литератор и американский гражданин, живу в Чехии, а хочу жить в Италии""",Вайль Петр; Генис Александр
