,url,book,author
0,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/pharaon.txt,Фараон,Прус Болеслав
1,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/kukla.txt,Кукла,Прус Болеслав
2,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/anelka.txt,Анелька,Прус Болеслав
3,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/antek.txt,Антек,Прус Болеслав
4,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/drfil.txt,Доктор философии в провинции,Прус Болеслав
5,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/dvilach.txt,Дворец и лачуга,Прус Болеслав
6,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/editor.txt,Затруднения редактора,Прус Болеслав
7,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/ehomuz.txt,Эхо музыки,Прус Болеслав
8,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/error.txt,Ошибка,Прус Болеслав
9,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/forpost.txt,Форпост,Прус Болеслав
10,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/golosa.txt,Голоса прошлого,Прус Болеслав
11,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/grehi.txt,Грехи детства,Прус Болеслав
12,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/kanikuly.txt,На каникулах,Прус Болеслав
13,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/mihalko.txt,Михалко,Прус Болеслав
14,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/obrasch.txt,Обращенный,Прус Болеслав
15,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/primiren.txt,Примирение,Прус Болеслав
16,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/proklyat.txt,Проклятое счастье,Прус Болеслав
17,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/saxonsad.txt,Саксонский сад,Прус Болеслав
18,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/sharman.txt,Шарманка,Прус Болеслав
19,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/sirdolya.txt,Сиротская доля,Прус Болеслав
20,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/sochelnk.txt,Сочельник,Прус Болеслав
21,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/stas.txt,Приключение стася,Прус Болеслав
22,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/teni.txt,Тени,Прус Болеслав
23,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/vozvolna.txt,Возвратная волна,Прус Болеслав
24,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/zhilec.txt,Жилец с чердака,Прус Болеслав
25,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/zhilet.txt,Жилет,Прус Болеслав
26,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/emancip.txt,Эмансипированные женщины,Прус Болеслав
27,http://lib.ru/INPROZ/../INOSTRHIST/PRUS/bprus.txt,Eлена Цыбенко. Болеслав Прус,Прус Болеслав
