,url,book,author
0,http://lib.ru/INPROZ/BERROUZ/zawtrak.txt,Нагой обед,Берроуз Вильям
1,http://lib.ru/INPROZ/BERROUZ/naked.txt,Голый ланч (engl),Берроуз Вильям
2,http://lib.ru/INPROZ/BERROUZ/janki.txt,Джанки,Берроуз Вильям
3,http://lib.ru/INPROZ/BERROUZ/malchiki.txt,Дикие мальчики,Берроуз Вильям
4,http://lib.ru/INPROZ/BERROUZ/bilet.txt,"Билет, который лопнул",Берроуз Вильям
5,http://lib.ru/INPROZ/BERROUZ/xpress.txt,Нова экспресс,Берроуз Вильям
6,http://lib.ru/INPROZ/BERROUZ/dezinsektor.txt,Дезинсектор!,Берроуз Вильям
7,http://lib.ru/INPROZ/BERROUZ/port.txt,Порт святых,Берроуз Вильям
8,http://lib.ru/INPROZ/BERROUZ/puch.txt,Здесь был Ах Пуч,Берроуз Вильям
9,http://lib.ru/INPROZ/BERROUZ/shans.txt,Призрачный шанс,Берроуз Вильям
10,http://lib.ru/INPROZ/BERROUZ/r_kot_wnutri.txt,Кот внутри,Берроуз Вильям
11,http://lib.ru/INPROZ/BERROUZ/r_ruski.txt,Руски,Берроуз Вильям
12,http://lib.ru/INPROZ/BERROUZ/r_sinki.txt,Сауна синки,Берроуз Вильям
13,http://lib.ru/INPROZ/BERROUZ/r_tornado.txt,Аллея Торнадо,Берроуз Вильям
14,http://lib.ru/INPROZ/BERROUZ/http://www.vladivostok.com/Speaking_In_Tongues/will.htm,"Вильям Берроуз в ""Лавке Языков""",Берроуз Вильям
15,http://lib.ru/INPROZ/BERROUZ/http://www.mitin.com/tough/,"Вильям Берроуз в ""T-OUGH""",Берроуз Вильям
