,url,book,author
0,http://lib.ru/RUSSLIT/../GUMILEW/biblio.txt,Краткая литературно-биографическая хроника,Гумилев Николай
1,http://lib.ru/RUSSLIT/../GUMILEW/049_1.jpg,049_1.jpg,Гумилев Николай
2,http://lib.ru/RUSSLIT/../GUMILEW/054_1.jpg,054_1.jpg,Гумилев Николай
3,http://lib.ru/RUSSLIT/../GUMILEW/056_1.jpg,056_1.jpg,Гумилев Николай
4,http://lib.ru/RUSSLIT/../GUMILEW/058_1.jpg,058_1.jpg,Гумилев Николай
5,http://lib.ru/RUSSLIT/../GUMILEW/060_1.jpg,060_1.jpg,Гумилев Николай
6,http://lib.ru/RUSSLIT/../GUMILEW/061_1.jpg,061_1.jpg,Гумилев Николай
7,http://lib.ru/RUSSLIT/../GUMILEW/062_1.jpg,062_1.jpg,Гумилев Николай
8,http://lib.ru/RUSSLIT/../GUMILEW/063_1.jpg,063_1.jpg,Гумилев Николай
9,http://lib.ru/RUSSLIT/../GUMILEW/064_1.jpg,064_1.jpg,Гумилев Николай
10,http://lib.ru/RUSSLIT/../GUMILEW/066_1.jpg,066_1.jpg,Гумилев Николай
11,http://lib.ru/RUSSLIT/../GUMILEW/067_1.jpg,067_1.jpg,Гумилев Николай
12,http://lib.ru/RUSSLIT/../GUMILEW/069_1.jpg,069_1.jpg,Гумилев Николай
13,http://lib.ru/RUSSLIT/../GUMILEW/070_1.jpg,070_1.jpg,Гумилев Николай
14,http://lib.ru/RUSSLIT/../GUMILEW/http://www.gumilev.ru,"Сайт ""Николай Гумилев""",Гумилев Николай
15,http://lib.ru/RUSSLIT/../GUMILEW/../PROZA/LOUKNITSKIY/gumilev.txt,Сергей Лукницкий. Есть много способов убить поэта,Гумилев Николай
